effect,component,group,term,estimate,std.error,conf.low,conf.high
fixed,cond,NA,(Intercept),1.3718893236938507,0.41458234807513006,0.5619804736931062,2.175257729712229
fixed,cond,NA,cost_deviation,2.2863210737158362e-4,9.498234384143209e-4,-0.0016820401105577978,0.0020706560645167185
fixed,cond,NA,treat_any,0.096538784167695,0.3388209860884166,-0.5605212987743009,0.7526413732558876
fixed,cond,NA,treat_GK,-0.08063587731773875,0.33844395378453085,-0.7440914396107811,0.580949473037921
fixed,cond,NA,health_knowledge_R1,0.0622224561099146,0.016329998179777008,0.031475388006861296,0.09432851578041401
fixed,cond,NA,Lhh_wealth_asinh,0.1105379369601091,0.01822308987151784,0.07601742146982517,0.14580641461635424
fixed,cond,NA,Lvill_eligible_ratio,0.610796582495615,1.2211159890593388,-1.8815865670222627,2.9239121923074984
ran_pars,cond,block,sd__(Intercept),0.3356848178011972,0.2097340064744837,0.022900101490618878,0.7994442168549478
ran_pars,cond,vid,sd__(Intercept),1.6370664012290224,0.11929442399092642,1.4108894163026249,1.8843874248276256
ran_pars,cond,Residual,sd__Observation,4.3541511954688845,0.050522056217722884,4.25837844490332,4.448220029866389
